licenseNo,name,address,phone,lat,lng,refractometer,eyeChart,licensedOn
PHMB220125690045082200001,서독안경원,세종특별자치시 조치원읍 조치원5길 2,044-862-6601,36.6017288,127.2992738,1,1,2012-07-11
PHMB220123990029082200003,봄안경,"경기도 남양주시 별내3로 66, 106호 (별내동, 오션타워)",031-575-6006,37.6468082,127.121052,1,1,2012-07-11
PHMB220123010033082200013,롯데안경원,서울특별시 중구 남대문시장4길 28-12 (남창동),02-318-6000,37.5593839,126.9764968,1,1,2012-07-11
PHMB220123300024082200004,으뜸스타안경원(동래점),부산광역시 동래구 충렬대로 255 (수안동),,35.2016921,129.08712,1,1,2012-07-10
PHMB220124640131082200005,채플린 안경 콘택트,전북특별자치도 전주시 덕진구 무삼지로 83 (인후동1가),,35.8330164,127.1624848,1,1,2012-07-09
PHMB220124520031082200002,글라스코드 천안아산점,충청남도 아산시 배방읍 고속철대로 133,,36.796637,127.1055853,2,1,2012-07-09
PHMB220124190023082200004,렌즈맨안경원(원주관설점),"강원특별자치도 원주시 치악로 1489, 2층 (관설동, 홈플러스)",033-743-8577,37.3178846,127.9672305,1,1,2012-07-09
PHMB220123150037082200003,테마안경,"서울특별시 강서구 양천로 693, 1층 (염창동)",36655933,37.5505044,126.8731381,2,1,2012-07-03
PHMB220125350029082200003,안경마을,경상남도 김해시 가락로 245 (구산동),,35.2472284,128.8741223,3,1,2012-07-02
PHMB220125090024082200001,이노티안경원,경상북도 영주시 구성로 242 (휴천동),054-633-1571,36.8149273,128.6277672,2,2,2012-07-02
PHMB220123710033082200001,아이시스안경콘택즈,울산광역시 동구 진성5길 99 (전하동),052-252-0032,35.5082327,129.4227975,2,1,2012-07-02
PHMB220125020056082200005,다비치안경 포항2호,경상북도 포항시 북구 중앙로 279-1(상원동),054-252-0160,36.038137,129.3652376,3,5,2012-06-29
PHMB220125480013082200001,이노티안경,경상남도 합천군 합천읍 동서로 87,,35.5671203,128.1618201,1,1,2012-06-28
PHMB220123660023082200003,안경매니져관저점,"대전광역시 서구 관저북로13번길 5, 106,107호 (관저동)",,36.3029174,127.3366488,2,1,2012-06-28
PHMB220193430019082200001,씨채널안경광장점,대구광역시 서구 달구벌대로 1745 (내당동),053-563-1001,35.8577947,128.5558249,2,1,2012-06-27
PHMB220123600020082200003,원앤원안경,전남광주통합특별시 서구 월드컵4강로 196-1 (내방동),,35.1537862,126.8696345,1,1,2012-06-25
PHMB220123170035082200003,빅마켓안경원,"서울특별시 금천구 두산로 71, 1층 (독산동, 롯데빅마켓)",02-855-6994,37.4707104,126.8955941,1,1,2012-06-25
PHMB220125050041082200001,글라스 펙토리,경상북도 경주시 동성로 128 (황오동),,35.8432829,129.2143948,1,1,2012-06-22
PHMB220123460023082200005,모든안경,대구광역시 수성구 수성로 80-1 (상동),,35.8328264,128.6115586,1,1,2012-06-22
PHMB220124020028082200002,본안경,"경기도 군포시 송부로291번길 6, 1층 (부곡동)",070-4220-0908,37.3218383,126.9433395,2,1,2012-06-21
PHMB220125370025082200001,미소안경,"경상남도 거제시 중곡로 40, 덕산베스트타운 111호 (고현동)",,34.8973318,128.6308457,1,1,2012-06-20
PHMB220124680066082200003,비젼안경 익산모현점,"전북특별자치도 익산시 고현로 105, 1층 (모현동1가)",063-837-7900,35.9467471,126.943441,3,1,2012-06-20
PHMB220123670022082200003,안경가게 봄,"대전광역시 유성구 은구비로 36 (지족동, 월드코아 117호)",042-823-2070,36.3757322,127.318938,1,1,2012-06-20
PHMB220125080035082200003,열린안경옥계점,경상북도 구미시 산호대로 797 (옥계동),,36.1372432,128.4169351,2,1,2012-06-19
PHMB220123210034082200004,교대안경,"서울특별시 서초구 서초대로46길 109, 1층 (서초동)",,37.4903474,127.0138535,2,1,2012-06-19
PHMB220125670062082200003,돋보임,경상남도 창원시 마산합포구 합포로 93-1(오동동),055-237-3005,35.2074549,128.5804056,1,1,2012-06-15
PHMB220123780062082200001,안경매니져신흥점,"경기도 성남시 수정구 수정로 180, 1층 (신흥동)",031-604-6580,37.4432538,127.1398998,2,1,2012-06-15
PHMB220124080023082200001,남대문안경.콘택트,경기도 안성시 안성맞춤대로 1051 (서인동),,37.0074184,127.2691723,1,1,2012-06-13
PHMB220183380023082200002,안경세상안경원,"부산광역시 수영구 광일로 14, 정석빌딩 1층 (광안동)",051-753-5002,35.1624408,129.1127205,2,1,2012-06-13
PHMB220123550020082200003,지스타안경원,인천광역시 계양구 장제로 916 (병방동),032-543-1005,37.5482335,126.7414709,1,1,2012-06-11
PHMB220123220033082200004,VAVA안경콘택트,"서울특별시 강남구 선릉로 654, 1층 (삼성동)",,37.5151823,127.0422443,1,1,2012-06-11
PHMB220123110032082200004,아이앤유안경콘택트,서울특별시 은평구 서오릉로 93 (역촌동),02-306-9007,37.6083394,126.9207441,1,1,2012-06-11
PHMB220123530019082200003,오렌즈구월점,"인천광역시 남동구 인하로 497-23, 반도프라자 101호 (구월동)",032-423-1442,37.4446387,126.7016087,1,1,2012-06-08
PHMB220124500029082200001,글라스바바안경 공주점,충청남도 공주시 번영1로 61-1 (신관동),041-855-6690,36.4734307,127.1345086,3,2,2012-06-07
PHMB220123730017082200002,아이디안경콘택트,울산광역시 울주군 언양읍 헌양길 16,,35.564554,129.1266662,1,1,2012-06-07
PHMB220203240033082200003,으뜸50안경 암사역점,"서울특별시 강동구 올림픽로 778-7, 2층 (암사동)",,37.5506482,127.1280957,1,1,2012-06-07
PHMB220124490260082200003,안경팩토리,충청남도 천안시 동남구 충절로 42 (신부동),,36.8154657,127.1573959,1,1,2012-06-05
PHMB220125580013082200001,우리안경원,"충청남도 계룡시 엄사면 번영로 26, 202호 (굿타임상가)",042-862-1008,36.2886907,127.2424142,1,1,2012-06-04
PHMB220253440024082200002,아이샤인안경원,"대구광역시 남구 현충로26길 64, 제점포층 4호 (대명동, 새한맨션아파트)",,35.8439199,128.5835062,1,1,2012-06-04
PHMB220124800026082200001,글라스안경원 하당점,전남광주통합특별시 목포시 평화로61번길 19 (상동),,34.7976593,126.4304243,2,1,2012-06-01
PHMB220124490261082200005,오렌즈천안성정점글라스스타,충청남도 천안시 서북구 쌍용대로 288 (성정동),041-551-1001,36.822917,127.1369141,2,1,2012-06-01
PHMB220123780063082200001,밝은안경,"경기도 성남시 중원구 산성대로 496, 1층 (은행동)",031-754-6165,37.4555579,127.1623265,1,1,2012-06-01
PHMB220123330024082200003,안경하우스,"부산광역시 해운대구 구남로29번길 21, 2층 (중동, 세이브존)",051-744-5887,35.1627307,129.161279,2,1,2012-06-01
PHMB220123170035082200002,다비치안경(금천점),서울특별시 금천구 시흥대로 415 (독산동),,37.4709289,126.8975504,2,2,2012-06-01
PHMB220123400013082200001,아이크로바안경원 위드렌즈,부산광역시 기장군 기장읍 차성남로51번길 30,051-723-5353,35.2427537,129.2163688,1,1,2012-05-31
PHMB220124360069082200002,일공공일안경율량점,충청북도 청주시 청원구 공항로 122 (율량동),,36.6682515,127.4854953,1,1,2012-05-30
PHMB220124200028082200001,새로안 안경 남강릉센터,"강원특별자치도 강릉시 성덕포남로 64, 202호 (입암동)",033-651-5505,37.7607096,128.9186353,2,1,2012-05-30
PHMB220003460023082200002,OK안경플러스,대구광역시 수성구 교학로 42 (만촌동),053-753-4434,35.8519049,128.6517891,0,0,2012-05-29
PHMB220123860273082200002,에이유안경원,경기도 부천시 소사구 소사동로 78 (소사본동),,37.4729289,126.8031668,2,1,2012-05-24
PHMB220123420023082200002,탑안경원,대구광역시 동구 팔공로 168 (불로동),053-981-3337,35.9139263,128.6411187,2,1,2012-05-24
PHMB220124070023082200002,밝은안경,"경기도 이천시 부발읍 대산로 476-13, 1층 105호 (덕원빌딩)",,37.2601505,127.4794308,1,1,2012-05-23
PHMB220123460023082200003,다비치안경원 대구만촌점,대구광역시 수성구 화랑로 60 (만촌동),053-755-9696,35.8713467,128.6339126,4,2,2012-05-23
PHMB220123860272082200003,착한안경원,"경기도 부천시 원미구 옥산로154번길 21, 1층 (도당동)",032-671-2006,37.5075974,126.781324,1,1,2012-05-22
PHMB220123660023082200002,다비치안경원관저점,"대전광역시 서구 관저중로 72, 1층 (관저동)",,36.2987353,127.335222,3,2,2012-05-22
PHMB220124050148082200005,글라스바바안경,"경기도 용인시 기흥구 죽전로 6 (보정동, 동보현타워 101~105호)",031-261-0015,37.3203535,127.1092756,1,2,2012-05-21
PHMB220123600020082200002,아이핏안경콘택트,전남광주통합특별시 서구 금호운천길 102 (쌍촌동),062-371-1501,35.1440106,126.8563391,2,1,2012-05-18
PHMB220123030033082200004,테라안경,"서울특별시 성동구 성수이로 113, 제강빌딩 1층 101호 (성수동2가)",02-2281-7717,37.5453536,127.0569798,2,1,2012-05-17
PHMB220124610020082200001,글라스바바 안경원,충청남도 예산군 예산읍 금오대로 77,041-335-9983,36.6928494,126.8366417,1,1,2012-05-16
PHMB220123820050082200005,베도베네안경호원점,"경기도 의정부시 평화로 381, 105호 (호원동)",031-829-1070,37.726092,127.0477156,1,1,2012-05-15
PHMB220123910168082200003,오렌즈평택점,"경기도 평택시 평택2로 12, 1층 (평택동)",031-691-9998,36.9925745,127.0879749,1,1,2012-05-11
PHMB220124640131082200004,봄아이(EYE)안경원,전북특별자치도 전주시 덕진구 만성중앙로 58 (만성동),,35.8422641,127.0776306,4,1,2012-05-10
PHMB220123250021082200001,모노 옵티컬안경,부산광역시 중구 중구로 21 (부평동1가),,35.0998611,129.0275902,3,1,2012-05-10
PHMB220123010033082200007,베스트안경원,"서울특별시 중구 남대문로 30 (남창동, 새로나쇼핑몰 2층 J-23호)",37893352,37.5608543,126.9791133,1,1,2012-05-10
PHMB220123070034082200003,에이스안경,"서울특별시 성북구 보국문로 27, 지상1층 (정릉동)",02-911-8729,37.6070772,127.0102913,1,1,2012-05-09
PHMB220123140033082200002,아름다운시선,"서울특별시 양천구 목동중앙본로 69, 1층 (목동)",20620774,37.5423086,126.8689159,1,1,2012-05-08
PHMB220123050034082200002,렌즈베리 경희대점,서울특별시 동대문구 경희대로 20 (회기동),63486060,37.5933965,127.0527418,1,1,2012-05-08
PHMB220124670076082200002,바디메오안경,전북특별자치도 군산시 신금길 18 (신영동),,35.9833029,126.7202499,1,2,2012-05-07
PHMB220123110032082200003,오렌즈연신내점,"서울특별시 연서로29길 9, 1층",02-352-5553,37.6189107,126.9188752,1,1,2012-05-07
PHMB220124820026082200001,아이스타 안경 콘택트,전남광주통합특별시 순천시 안산길 6 (연향동),,34.9405167,127.5273042,1,1,2012-05-03
PHMB220124240025082200001,가까운안경,강원특별자치도 삼척시 진주로 19 (남양동),,37.4426098,129.1637002,1,1,2012-05-02
PHMB220124050148082200004,밝은눈안경원,경기도 용인시 기흥구 동백중앙로 358-6 (동백동),031-8005-6002,37.2823621,127.1597145,1,1,2012-05-02
PHMB220123120033082200001,글라스박스명지점,"서울특별시 서대문구 가좌로 113, 1층 (홍은동)",02-302-7061,37.5826971,126.9254295,2,2,2012-05-01
PHMB220124830021082200001,시호비젼롯데마트나주점,전남광주통합특별시 나주시 내동길 15 (송월동),061-333-3926,35.0133483,126.7129024,1,1,2012-04-30
PHMB220123930154082200003,글라스코드 안경원,경기도 안산시 단원구 중앙대로 397 (신길동),031-493-4240,37.3313666,126.784866,2,1,2012-04-30
PHMB220123520019082200003,아이패밀리안경,인천광역시 연수구 용담로125번길 2 (연수동),032-815-1002,37.4144068,126.6786817,1,1,2012-04-30
PHMB220123730017082200001,1st optical(퍼스트안경원),울산광역시 울주군 언양읍 웃방천1길 34,052-264-6443,35.5678875,129.1126347,1,1,2012-04-26
PHMB220123160034082200003,안경박사구로점,서울특별시 구로구 구로중앙로 33 (구로동),02-855-1239,37.4928323,126.8903398,2,1,2012-04-26
PHMB220123910168082200002,1001안경원,"경기도 평택시 포승읍 여술2길 30, 1층",031-681-3805,36.9880186,126.8452222,3,1,2012-04-25
PHMB220123300024082200001,안경나라안경원,"부산광역시 동래구 충렬대로100번길 8, 1층 (온천동)",,35.2070841,129.0715036,1,1,2012-04-25
PHMB220125020056082200003,이노티안경.중앙콘택트렌즈(포스코점),"경상북도 포항시 남구 동해안로6213번길 22, 1층 105호 (괴동동)",,35.9962993,129.3863961,1,1,2012-04-24
PHMB220124780012082200001,안경매니져고창점,전북특별자치도 고창군 고창읍 중앙로 213,063-563-2525,35.4354506,126.6987182,1,1,2012-04-23
PHMB220124490260082200002,오렌즈천안점,"충청남도 천안시 동남구 먹거리11길 23, 건양빌딩 1층 101호 (신부동)",,36.8184585,127.1548774,2,1,2012-04-23
PHMB220123830197082200007,아이마루안경,"경기도 안양시 동안구 부림로 121, 105호 (관양동,동아프라자아케이드)",031-382-4155,37.3942435,126.9643558,1,1,2012-04-23
PHMB220123620020082200002,일공공일안경콘택트,전남광주통합특별시 북구 양산로 64(양산동),,35.2100369,126.8811974,2,2,2012-04-20
PHMB220123140033082200001,행복한안경원,"서울특별시 양천구 목동동로 309, 1층 (목동, 행복한세상)",02-6678-3185,37.5294893,126.8759626,3,2,2012-04-20
PHMB220123070034082200002,글라스월드수제안경공방,서울특별시 성북구 성북로2길 48 (동소문동1가),02-741-5055,37.5898653,127.0082647,2,1,2012-04-20
PHMB220123220033082200003,시지각부설안경원,"서울특별시 강남구 학동로 307, 부마빌딩 1층 1호 (논현동)",34277575,37.5161232,127.0361996,1,2,2012-04-19
PHMB220124810029082200001,이순신안경 렌즈미 웅천점,"전남광주통합특별시 여수시 웅천중앙로 94, 1층 (웅천동)",061-661-1004,34.7476031,127.6765339,2,1,2012-04-18
PHMB220123700018082200002,아이어필안경원,울산광역시 남구 수암로 258 (야음동),052-272-4944,35.5229731,129.3331715,3,1,2012-04-17
PHMB220124490261082200004,보잉안경원,충청남도 천안시 서북구 성환읍 성환11길 26,041-582-0004,36.9167923,127.1306936,1,1,2012-04-16
PHMB220123690018082200002,오렌즈 울산점,울산광역시 중구 젊음의거리 68 (성남동),052-244-5525,35.5540263,129.3206547,1,1,2012-04-16
PHMB220123460023082200009,아이젠트리범어점,"대구광역시 수성구 동대구로 300, 401동 103호 (범어동, 범어롯데캐슬상가 )",053-751-3691,35.857053,128.6268636,1,1,2012-04-16
PHMB220123100034082200002,시그니처안경,"서울특별시 노원구 덕릉로 753, 노원롯데캐슬시그니처아파트 상가 101동 16호 (상계동)",02-937-3170,37.6650728,127.0777187,1,1,2012-04-16
PHMB220123100034082200001,시드니안경,"서울특별시 노원구 공릉로 198, 1층 (공릉동)",,37.6275848,127.0784505,2,1,2012-04-16
PHMB220123830197082200006,글라스바바,"경기도 안양시 동안구 평촌대로 136 (평촌동,신세기타운)",031-386-9876,37.3845713,126.9600732,2,2,2012-04-10
PHMB220124490260082200001,1001안경신방점,충청남도 천안시 동남구 수곡2길 4 (신방동),041-579-1005,36.7886267,127.1280407,1,1,2012-04-06
PHMB220123980021082200002,"안경공장 쇼룸, with lens",경기도 구리시 건원대로 55 (인창동),031-565-0046,37.6060718,127.1391422,1,1,2012-04-06
PHMB220124050149082200004,아이패밀리안경원,"경기도 용인시 수지구 수지로 119, 101호 (성복동, 모던프라자)",031-897-3079,37.3131642,127.0788772,1,1,2012-04-05
PHMB220123350024082200002,미래안경원,"부산광역시 금정구 서동로79번길 55-1, 1층 (서동)",051-862-4193,35.2173798,129.0984186,1,1,2012-04-05
PHMB220123070034082200001,오렌즈 성신여대점,"서울특별시 성북구 동소문로22길 23, 1층 (동선동1가)",02-926-2323,37.5921555,127.0178397,1,1,2012-04-05
PHMB220125020056082200001,K비젼 안경원,경상북도 포항시 북구 천마로 72 (양덕동),,36.082939,129.3971073,2,2,2012-04-04
PHMB220123540021082200002,리치 안경,"인천광역시 부평구 수변로 4-1, 1층 일부호 (부개동)",032-523-2929,37.4870723,126.7394583,1,1,2012-04-04
PHMB220125670066082200002,메트로안경원,경상남도 창원시 마산회원구 양덕서로 47 (양덕동),055-292-5566,35.2295531,128.5814746,2,1,2012-04-03
PHMB220124670076082200001,드림안경,전북특별자치도 군산시 경포천로 34 (미장동),,35.962913,126.7248653,1,1,2012-04-03
PHMB220123860273082200001,글라스타 안경원 송내점,경기도 부천시 소사구 성주로 81 (송내동),032-656-1001,37.4798767,126.7653328,1,1,2012-04-02
PHMB220123290024082200002,세안 안경,부산광역시 부산진구 중앙대로743번길 6 (부전동),051-817-3013,35.1594362,129.059788,1,1,2012-04-02
PHMB220123330024082200002,서울메디컬안경,부산광역시 해운대구 아랫반송로 12 (반송동),,35.2255248,129.1471292,2,1,2012-03-30
PHMB220123980021082200001,오렌즈구리점,"경기도 구리시 검배로6번길 14, 1층 10호 (수택동)",,37.6003812,127.1406225,1,1,2012-03-29
PHMB220125470012082200002,글라스스토리거창점,경상남도 거창군 거창읍 거열로 98,055-944-5787,35.6885064,127.9046103,1,1,2012-03-27
PHMB220123670022082200001,글라스 스토리 안경원,대전광역시 유성구 궁동로18번길 47 (궁동),,36.3630258,127.3499255,1,1,2012-03-27
PHMB220125080035082200002,현대안경원(송정점),경상북도 구미시 신시로14길 4 (송정동),054-451-0883,36.1155132,128.3395711,1,1,2012-03-22
PHMB220123220033082200002,예가안경,"서울특별시 강남구 테헤란로20길 9, 102호 (역삼동, 동궁빌딩)",62408989,37.4993069,127.0344122,2,1,2012-03-22
PHMB220264520031082200001,아쿠아이즈 배방점,"충청남도 아산시 배방읍 동방로 180-3, 105-106호",,36.7786375,127.0946197,1,1,2012-03-21
PHMB220123330024082200001,눈사랑안경,"부산광역시 해운대구 마린시티2로 33, 104동 123호 (우동)",070-7335-7200,35.1568141,129.1450289,2,1,2012-03-21
PHMB220126510098082200001,하나로안경원,제주특별자치도 제주시 조천읍 북촌11길 15-12,,33.5503154,126.6944976,1,1,2012-03-20
PHMB220123170035082200001,착한안경원,서울특별시 금천구 독산로 69 (시흥동),,37.4536995,126.9058133,1,1,2012-03-20
PHMB220123030033082200003,비춤안경,"서울특별시 성동구 한림말길 53, 하나은행 1층 (옥수동)",02-2291-5696,37.5416379,127.0166777,1,1,2012-03-20
PHMB220123190033082200001,투아이스안경 위드렌즈 대방점,"서울특별시 동작구 여의대방로 250, 대림아파트(상가동) (대방동)",,37.5074118,126.9245913,1,1,2012-03-19
PHMB220123080033082200001,아띠안경콘택트,서울특별시 강북구 삼양로 508 (수유동),,37.6486112,127.0143005,1,1,2012-03-19
PHMB220124970018082200001,밝은안경,"전남광주통합특별시 영광군 영광읍 신남로 203, 1층",,35.2762308,126.5043278,2,1,2012-03-15
PHMB220123240033082200003,투아이스안경원,"서울특별시 강동구 양재대로 1491, 1층 (길동)",,37.5390591,127.1399997,1,1,2012-03-15
PHMB220125310029082200001,이노티안경(하대점),경상남도 진주시 도동로 213 (하대동),055-758-1858,35.1894691,128.1218426,4,2,2012-03-14
PHMB220123180034082200002,트렌디,"서울특별시 영등포구 문래로 92, 대소빌딩 1층 104호 (문래동3가)",02-2068-2245,37.5193489,126.8920926,1,1,2012-03-14
PHMB220123010033082200003,에이스안경원,"서울특별시 중구 소공로 지하 102, 소공지하쇼핑센터 51호 (남대문로2가)",02-777-2366,37.5641852,126.982036,1,1,2012-03-14
PHMB220125380021082200001,으뜸스타안경보청기,경상남도 양산시 중앙로 119 (남부동),055-367-1085,35.3415833,129.0372704,1,1,2012-03-13
PHMB220124520031082200001,아이피아 배방점,"충청남도 아산시 배방읍 배방로 53, 105호",,36.7722438,127.0551639,1,1,2012-03-13
PHMB220123860272082200002,아이패밀리안경,"경기도 부천시 원미구 역곡로14번길 34, 1,2층 (역곡동)",032-341-1005,37.4869964,126.8130375,1,1,2012-03-13
PHMB220124490261082200001,이 안경원,충청남도 천안시 서북구 서부20길 25 (성정동),041-567-7601,36.8252696,127.1408536,1,1,2012-03-12
PHMB220123740106082200003,재재안경콘택트,경기도 수원시 영통구 중부대로271번길 4 (원천동),031-215-2295,37.2746597,127.0457449,1,1,2012-03-12
PHMB220123350024082200001,참착한안경,부산광역시 금정구 부산대학로 25 (장전동),051-514-2515,35.2311469,129.0884838,1,1,2012-03-09
PHMB220123720017082200001,우리동네안경원,울산광역시 북구 신답로 36 (상안동),052-285-1888,35.629475,129.3440972,1,1,2012-03-08
PHMB220124050149082200003,일공공일 안경신봉점,"경기도 용인시 수지구 신봉1로 165, 101호 (신봉동, 동광프라자)",031-263-4003,37.3279766,127.0684188,1,1,2012-03-07
PHMB220125670066082200001,글라스타 마산양덕점,"경상남도 창원시 마산회원구 율림교로 6, 메트로스퀘어6 1층 (양덕동)",055-291-9555,35.2290486,128.5844631,2,1,2012-03-02
PHMB220124350012082200001,눈애 미소 안경,강원특별자치도 양양군 양양읍 양양로 15,,38.0781397,128.6264082,2,1,2012-03-02
PHMB220123820050082200003,아이라인 안경원,"경기도 의정부시 신흥로 354, 1층 (가능동)",,37.7478841,127.0427491,1,1,2012-03-02
PHMB220123530019082200002,다비치안경(만수점),"인천광역시 남동구 구월로 311, 103,104,105,106호 (만수동)",,37.4559623,126.725492,1,1,2012-03-02
PHMB220123330024082200006,모노옵티컬안경,부산광역시 해운대구 양운로 92 (좌동),,35.1714362,129.1749773,1,1,2012-03-02
PHMB220123180034082200001,바론안경,"서울특별시 영등포구 대방천로 258, 보라매 골프존 1층 (신길동)",02-823-1333,37.4985751,126.919301,1,1,2012-03-02
PHMB220123290024082200001,눈사랑안경 서면점,"부산광역시 부산진구 중앙대로 716, 1층 (부전동)",051-804-7711,35.1567965,129.0593534,2,1,2012-02-29
PHMB220194050149082200001,보다 안경원,"경기도 용인시 수지구 현암로 105, 명지프라자 1층 102,103호 (죽전동)",031-897-1112,37.3321077,127.1207239,1,1,2012-02-28
PHMB220123160034082200002,안경나라(천왕점),"서울특별시 구로구 천왕로 36, 천왕센타프라자 104호 (천왕동)",02-2615-1888,37.4811239,126.839151,1,1,2012-02-27
PHMB220123040033082200001,렌즈미 건대점,서울특별시 광진구 능동로 139 (화양동),22054488,37.5434247,127.0717681,1,1,2012-02-27
PHMB220125670062082200002,이노티안경 봉림점,"경상남도 창원시 의창구 대봉로 20, 1층 106-1호 (봉림동, 봉림상가)",055-275-3123,35.2511723,128.6672131,1,1,2012-02-24
PHMB220124680066082200001,안경나무안경원,"전북특별자치도 익산시 익산대로70길 38, 1층 (신동)",063-842-0670,35.9632608,126.9572258,2,1,2012-02-23
PHMB220123820050082200002,오렌즈의정부점,"경기도 의정부시 행복로 13, 1층 (의정부동)",031-847-5002,37.7402492,127.0484768,1,1,2012-02-22
PHMB220123780064082200001,워너비옵틱,"경기도 성남시 분당구 성남대로 34, 하나프라자빌딩 106호 (구미동)",,37.3389987,127.1092624,1,1,2012-02-22
PHMB220123010033082200001,하나로안경원,서울특별시 중구 남대문시장4길 48 (남창동),,37.5581192,126.976961,4,2,2012-02-22
PHMB220123550020082200001,시소안경원보청기,"인천광역시 계양구 장제로 999, 1층 (박촌동)",032-542-1010,37.5550448,126.7450886,1,1,2012-02-20
PHMB220123370022082200001,유나안경,"부산광역시 연제구 쌍미천로 181, 1층 전체호 (연산동)",051-868-7009,35.189017,129.087192,2,1,2012-02-16
PHMB220123990029082200002,베도베네안경원 오남점,경기도 남양주시 오남읍 진건오남로 778,031-527-0506,37.6973267,127.205026,1,1,2012-02-14
PHMB220123530019082200001,안경상회,"인천광역시 남동구 장아산로190번길 10-18 (서창동, 1층일부)",,37.4354702,126.7508936,1,1,2012-02-14
PHMB220123450022082200001,봄봄안경,"대구광역시 북구 복현로 71, 상가동 111호 (복현동, 복현블루밍 브라운스톤 명문세가아파트)",,35.8970104,128.6240024,1,1,2012-02-14
PHMB220125080035082200001,해마루안경콘택트 삼구점,경상북도 구미시 옥계북로 26 (옥계동),,36.1383743,128.4201728,1,1,2012-02-13
PHMB220123930162082200001,다비치안경 안산상록수역점,"경기도 안산시 상록구 상록수로 28, 올림포스보노피아 108호,109호,110호일부,111호일부,112호호 (본오동)",031-409-4098,37.3022482,126.8628647,1,2,2012-02-13
PHMB220123990029082200001,어울림안경,"경기도 남양주시 오남읍 진건오남로 566, 1동 101호",031-575-8003,37.6843447,127.211877,1,1,2012-02-09
PHMB220123030033082200001,예일안경,"서울특별시 성동구 뚝섬로 388, 1층 101호 (성수동2가)",02-465-5519,37.5391253,127.0535341,1,1,2012-02-08
PHMB220053740032082200006,이츠 글라시스 안경,경기도 수원시 권선구 정조로 522 (세류동),031-237-5696,37.2557936,127.011388,1,1,2012-02-02
PHMB220124190023082200001,안경백화점 문막점,강원특별자치도 원주시 문막읍 원문로 1622,033-734-0043,37.3194764,127.8308135,2,1,2012-02-01
PHMB220124950018082200001,일로아 안경,전남광주통합특별시 무안군 삼향읍 남악5로72번길 4-1,061-262-0042,34.8119604,126.471692,1,1,2012-01-31
PHMB220125110034082200001,렌즈미(상주)안경스토리,경상북도 상주시 삼백로 71 (무양동),054-532-8711,36.4187793,128.1525099,2,1,2012-01-31
PHMB220124640131082200002,케이비젼안경완산소방서점,전북특별자치도 전주시 완산구 거마평로 84 (삼천동1가),,35.7997215,127.1183226,1,1,2012-01-30
PHMB220124530030082200002,모노클아이웨어,"충청남도 서산시 서해로 3685 (잠홍동, 이마트 서산점)",041-668-3773,36.7884314,126.4786553,1,1,2012-01-30
PHMB220123700018082200001,바른눈안경울산대점,울산광역시 남구 대학로 104 (무거동),052-225-2085,35.5441727,129.2605152,1,1,2012-01-30
PHMB220123470022082200001,누오보안경원,대구광역시 달서구 구마로 218 (송현동),,35.8369546,128.5514609,1,1,2012-01-26
PHMB220124050149082200002,보다안경,"경기도 용인시 수지구 손곡로 100, 106호 (동천동)",031-896-3456,37.3365199,127.0915479,1,1,2012-01-25
PHMB220223740106082200001,새로안안경수원센터,"경기도 수원시 영통구 덕영대로 1478, 망포역 포레 스퀘어 4층 401호 (망포동)",031-275-6040,37.2452722,127.0523148,2,2,2012-01-25
PHMB220123940138082200001,바라보다화정점,"경기도 고양시 덕양구 화정로 65-1, 우리프라자 1층 (화정동)",,37.6354954,126.8330313,2,2,2012-01-19
PHMB220123590019082200001,오렌즈 광주 충장로 1호점,전남광주통합특별시 동구 중앙로160번길 14 (황금동),,35.1474561,126.9145941,1,1,2012-01-18
PHMB220124050148082200001,드림안경보라점,"경기도 용인시 기흥구 한보라1로 8 (보라동, 스카이프라자 203호)",031-287-2228,37.2540996,127.1092877,1,1,2012-01-17
PHMB220123740106082200009,아이템나인(EYETEM9),"경기도 수원시 영통구 광교호수공원로 20, 더샵 광교레이크시티 B1층 25호 (원천동)",031-291-7789,37.2720382,127.0603121,2,1,2012-01-16
PHMB220123830197082200001,원안경,"경기도 안양시 동안구 관악대로 343, 101호 (관양동)",031-422-6003,37.4042491,126.9608939,1,1,2012-01-11
PHMB220123860272082200001,아프리카,"경기도 부천시 원미구 길주로 300 (중동, 롯데백화점중동점 5층일부)",032-320-7264,37.5026809,126.7750872,1,1,2012-01-10
PHMB220123650023082200001,안경나라,대전광역시 중구 보문산로 55 (산성동),,36.3050595,127.386544,2,1,2012-01-10
PHMB220203920017082200001,아이데코(생연점),"경기도 동두천시 생연로 117, 1층 (생연동)",031-858-6435,37.9031477,127.0507348,1,1,2012-01-09
PHMB220123680022082200001,태극안경콘택트(비래점),대전광역시 대덕구 비래동로32번길 1 (비래동),042-622-1235,36.3568231,127.4507484,1,1,2012-01-09
PHMB220125590021082200001,꾸오레 안경원,"경기도 양주시 평화로 1409, 1층 일부 (덕계동)",031-862-4223,37.8167863,127.0457212,1,1,2012-01-06
PHMB220124050149082200001,더이룸안경원,"경기도 용인시 수지구 만현로 120, SR프라자 2층 207호 (상현동)",031-276-0731,37.3062921,127.0845765,1,1,2012-01-06
PHMB220123740106082200001,오즈안경원,경기도 수원시 영통구 덕영대로 1549 (영통동),031-202-0440,37.2464723,127.0602623,1,1,2012-01-06
