ykiho,name,kind,sido,sigungu,address,phone,homepage,lat,lng,doctors,openedOn,eyeDoctors,hours,lunch,recv,place
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,서울늘봄안과의원,clinic,부산,부산동래구,"부산광역시 동래구 중앙대로 1523, SKHUBSKY 2층 B2-00일부호 (온천동)",051-715-7880,,35.2208431,129.0855308,1,20180423,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,서울더블유안과의원,clinic,부산,부산동래구,"부산광역시 동래구 충렬대로237번길 3, 로덴빌딩 4층 (수안동)",051-948-7700,,35.2017145,129.0850796,1,20241226,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,안락성모안과의원,clinic,부산,부산동래구,"부산광역시 동래구 충렬대로 353, 4층 (안락동)",051-525-5656,,35.198561,129.0975764,2,20160401,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,안락센텀안과의원,clinic,부산,부산동래구,"부산광역시 동래구 충렬대로 415, 5층 (안락동)",051-531-1001,,35.1968595,129.103876,1,20210122,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,조은눈안과의원,clinic,부산,부산동래구,"부산광역시 동래구 온천장로 123-1, 5층 (온천동)",051-896-0005,,35.2217307,129.084789,1,20160201,1,"{""0"": [""0900"", ""1830""], ""1"": [""0900"", ""1830""], ""2"": [""0900"", ""1300""], ""3"": [""0900"", ""1830""], ""4"": [""0900"", ""1830""], ""5"": [""0900"", ""1300""]}",13시00분~14시00분,09시00분~18시30분,온천시장
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,청춘안과의원,clinic,부산,부산동래구,"부산광역시 동래구 명륜로103번길 19, 1~6층 (명륜동)",051-558-0111,,35.2029217,129.0819685,2,20160510,2,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0930"", ""1300""]}",13시~14시,08시30분~17시50분,청춘안과빌딩
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,푸른안과의원,clinic,부산,부산동래구,"부산광역시 동래구 충렬대로 239, 9층 (수안동, 수안메디칼센터)",051-557-6613,,35.2016571,129.0856419,1,20031231,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,피엔유(PNU)부산안과의원,clinic,부산,부산동래구,"부산광역시 동래구 온천장로 114, 6,7층 601,701호 (온천동)",051-557-0075,,35.2205935,129.0847937,2,20230106,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,덕천김안과의원,clinic,부산,부산북구,"부산광역시 북구 만덕대로 14, (덕천동)",051-334-3632,,35.2102083,129.0067235,2,20010713,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,덕천성모안과의원,clinic,부산,부산북구,"부산광역시 북구 만덕대로 21, (덕천동)",051-341-7300,,35.2108582,129.0073181,4,20000222,4,"{""0"": [""0930"", ""1820""], ""1"": [""0930"", ""1820""], ""2"": [""0930"", ""1820""], ""3"": [""0930"", ""1820""], ""4"": [""0930"", ""1820""], ""5"": [""0930"", ""1530""]}",13시00분~14시00분,09시00분~18시00분,"덕천지하철역 12번 출구, 하나은행 건물 3~4층"
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,리즈김상식안과의원,clinic,부산,부산북구,"부산광역시 북구 만덕대로 18, 금샘빌딩 5층 (덕천동)",051-335-1004,,35.2103352,129.0071035,1,20220526,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,밝은미래안과의원,clinic,부산,부산북구,"부산광역시 북구 화명대로 42, 302호 (화명동, 우리메디칼)",051-331-0070,http://eye119.com.ne.kr/,35.2344122,129.0126896,1,20030227,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1230""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1230""]}",12:30~14:00,09:00~17:30,롯데마트
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,수정안과의원,clinic,부산,부산북구,"부산광역시 북구 만덕대로 5, 지하1층, 지상1~6층 (덕천동)",051-331-7575,http://www.crystaleye.co.kr,35.2104837,129.005829,10,19890302,10,"{""0"": [""0900"", ""1830""], ""1"": [""0900"", ""1830""], ""2"": [""0900"", ""1830""], ""3"": [""0900"", ""1830""], ""4"": [""0900"", ""1830""], ""5"": [""0900"", ""1600""]}",13시00분~14시00분,08시50분~18시00분,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,한빛안과의원,clinic,부산,부산북구,"부산광역시 북구 만덕대로 16, 4층 (덕천동)",051-331-3700,,35.2102434,129.0068772,1,20000107,1,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1230""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""], ""5"": [""0930"", ""1230""]}",12시30분~14시00분,09시30분~18시00분,세화빌딩 4층
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,화명성모안과의원,clinic,부산,부산북구,"부산광역시 북구 화명대로 44, 203호 (화명동, 금호타워)",051-365-0775,,35.2343739,129.013,1,20070821,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,화명연세안과의원,clinic,부산,부산북구,"부산광역시 북구 금곡대로 287, 삼한골든뷰 5층 501, 502, 503, 509호 (화명동)",051-365-0125,,35.2341977,129.0133222,1,20251024,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNTEjJDEjJDIjJDgz,김영문안과의원,clinic,부산,부산사상구,"부산광역시 사상구 백양대로 880, 4층 404호 (모라동, 우신프라자)",051-316-3049,,35.1843799,128.9915987,1,19940401,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,사상사랑성모안과의원,clinic,부산,부산사상구,"부산광역시 사상구 사상로 200, 5층 (괘법동, M시티빌딩)",051-314-0775,http://www.sarangeye.com,35.1629712,128.9846023,1,20020520,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,센텀안과의원,clinic,부산,부산사상구,"부산광역시 사상구 사상로 236, 2층 (괘법동)",051-315-9985,,35.1659783,128.9830174,1,20021012,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,우리성모안과의원,clinic,부산,부산사상구,"부산광역시 사상구 낙동대로 786, 2층 (엄궁동)",051-710-8220,,35.1307295,128.9720865,1,20181022,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,좋은성모안과의원,clinic,부산,부산사상구,"부산광역시 사상구 백양대로 893, 궁전빌딩 6층 602호 (모라동)",051-936-6000,,35.1858648,128.9907076,1,20170223,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz,주례성모안과의원,clinic,부산,부산사상구,"부산광역시 사상구 가야대로 276, M-square 메디컬센터 9층 (주례동)",051-325-1919,,35.1500418,129.0027505,2,20130225,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,밝은이안과의원,clinic,부산,부산사하구,"부산광역시 사하구 다대로 279, 2층 (장림동)",051-266-7070,,35.0772987,128.9774972,1,20070205,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,백승우안과의원,clinic,부산,부산사하구,"부산광역시 사하구 다대로 255, (장림동)",051-264-0030,,35.0796659,128.9776691,1,19920514,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,부산아이센터안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동대로 213, 2,3층 (괴정동)",051-203-3535,,35.0999895,128.993539,2,19830219,2,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1800""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""], ""5"": [""0930"", ""1230""]}",12시 30분 ~ 14시 00분,09시 30분 ~ 18시 00분,뉴코아아울렛
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,부산안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동대로 248, 3층 (괴정동, 우리메디칼센터)",051-247-2288,,35.0995551,128.9898938,1,20090506,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,사랑가득안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동남로 1412, 4층 (하단동, 경부빌딩)",051-291-0015,http://www.busaneye.com/,35.1057921,128.966083,4,20090119,4,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,삼성안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동대로 454, 3층 (당리동)",051-204-2275,,35.105612,128.9693326,2,19980309,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,서부산성모안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동남로 1417, 8.9층 (하단동)",051-206-2004,,35.1065996,128.9666289,2,20170216,2,"{""0"": [""0930"", ""1830""], ""1"": [""0930"", ""1830""], ""2"": [""0930"", ""1830""], ""3"": [""0930"", ""1830""], ""4"": [""0930"", ""1830""], ""5"": [""0900"", ""1500""]}",13:00~14:00,09:30~18:15,"하단역 5번출구,아트몰링 옆"
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,선명안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동대로 245, (괴정동)",051-207-1829,,35.0989933,128.9901459,1,19950415,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1300""]}",12시30분~14시00분,09시00분~17시30분,사하구상수도사업본부(신괴정요양병원;구괴정병원)
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,성모안과의원,clinic,부산,부산사하구,"부산광역시 사하구 다대로 550, 4층 (다대동)",264-8081,,35.0572853,128.9707449,1,20050422,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,아이웰이홍영안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동대로 205, (괴정동)",051-203-9661,,35.100225,128.9941765,1,20140812,1,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1800""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""]}",12시 ~ 14시 00분,09시 30분 ~ 18시 00분,괴정 농협
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,하단밝은안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동남로 1409, 정우엠타워 5층 (하단동)",051-710-1409,,35.1065864,128.9658007,1,20230828,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,하단성모안과의원,clinic,부산,부산사하구,"부산광역시 사하구 낙동대로 448, 5층 (당리동, 하단메디칼센타)",051-791-0075,http://sungmo.net,35.1052352,128.9697882,1,20120305,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,눈초롱안과의원,clinic,부산,부산서구,"부산광역시 서구 구덕로 109, 5~6층 (충무동1가)",051-243-3348,http://www.brighteye.co.kr/,35.0961904,129.0241404,2,20000414,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,대신성모안과의원,clinic,부산,부산서구,"부산광역시 서구 대영로 54, 5층 501호 일부호 (서대신동1가, 대신메디컬센터)",051-715-5147,,35.1096821,129.0173389,1,20240222,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,바른성모안과의원,clinic,부산,부산서구,"부산광역시 서구 보수대로 9, 3층 (충무동1가, 바른빌딩)",051-242-0075,,35.0976617,129.0249139,2,20151117,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,신안과의원,clinic,부산,부산서구,"부산광역시 서구 구덕로 311, 2층 (서대신동2가)",051-243-8575,,35.1116415,129.0168123,1,20031007,1,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1800""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""], ""5"": [""0930"", ""1300""]}",12시30분~14시00분,,서부경찰서
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,오세민안과의원,clinic,부산,부산서구,"부산광역시 서구 대영로 50, (서대신동1가)",051-256-9804,,35.1095142,129.016801,1,19791213,1,"{""0"": [""0900"", ""1630""], ""1"": [""0900"", ""1630""], ""2"": [""0900"", ""1630""], ""3"": [""0900"", ""1630""], ""4"": [""0900"", ""1630""]}",12시30분~14시00분,,오세민안과의원
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz,김완수안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 690-5, 6, 7층 (광안동)",051-714-7188,,35.1670367,129.1158494,1,20161223,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,류원열안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 693, BNK 수영타워 10층 (수영동)",051-916-9000,http://www.ryueye.clinic,35.1679024,129.1154764,1,20250310,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,밝은김안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 379, 4층 (남천동, 스타메디칼빌딩)",051-612-6116,,35.1408771,129.1062442,1,20150225,1,"{""0"": [""0900"", ""1830""], ""1"": [""0900"", ""1830""], ""2"": [""0900"", ""1830""], ""3"": [""0900"", ""1830""], ""4"": [""0900"", ""1830""], ""5"": [""0900"", ""1330""]}",13:00~14:00,,대남교차로 엑슬루 타워
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,새빛안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 710-1, 4층 (광안동, 프라임메디컬 빌딩)",051-754-8833,,35.1677173,129.1172176,2,20000302,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,수영성모안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 699, 1001호 (수영동, 수영동디온플레이스)",051-754-4222,,35.1678979,129.1158563,1,20160524,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,신세계안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 669, 신세계메디컬센터 9,10층 (광안동)",051-758-3497,,35.1655671,129.1145154,1,19920408,1,"{""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1300""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1300""]}",13시00분~14시00분 (목요일 제외),09시00분~18시00분 (목요일 09시00분~13시00분),지하철 수영역 10번출구
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,에이스안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 581, 6층 (광안동)",051-714-4774,,35.1576639,129.1128045,1,20190304,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,정안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 611, 3층 (광안동)",051-757-5012,,35.1602962,129.1134486,1,20060511,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,제안과의원,clinic,부산,부산수영구,"부산광역시 수영구 수영로 671, 4층 (광안동, 노블레스해인)",757-6500,,35.1657592,129.1144799,4,20160913,4,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,강지윤안과의원,clinic,부산,부산연제구,"부산광역시 연제구 과정로 102, 2층 (연산동)",051-761-1001,,35.1805536,129.1073475,2,19991230,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,박창호안과의원,clinic,부산,부산연제구,"부산광역시 연제구 중앙대로 1033, 5층 (연산동)",710-7585,,35.1809323,129.0771446,1,20170922,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,배재용안과의원,clinic,부산,부산연제구,"부산광역시 연제구 중앙대로 1049, (연산동)",051-851-3100,,35.1823199,129.0781692,1,19930924,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""0100""]}",오후1시~오후2시,진료시간내,배재용안과 건물
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,비케이삼성안과의원,clinic,부산,부산연제구,"부산광역시 연제구 중앙대로 1098, 5층 (연산동)",051-867-0258,,35.1852745,129.0815241,2,20240110,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,삼성아이준안과의원,clinic,부산,부산연제구,"부산광역시 연제구 중앙천로 93, 아람 메디컬빌딩 3층 일부 및 4층 (연산동)",051-951-2020,,35.1815106,129.0785079,1,20250501,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,연산성모안과의원,clinic,부산,부산연제구,"부산광역시 연제구 월드컵대로 3, 2,3층 (연산동)",051-851-8278,,35.1751031,129.0861014,1,20191001,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,이안과의원,clinic,부산,부산연제구,"부산광역시 연제구 반송로 30, 석산빌딩 5층~8층 (연산동)",051-866-7592,,35.187688,129.0842124,7,20051209,7,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,참안과의원,clinic,부산,부산연제구,"부산광역시 연제구 중앙대로 1107, 연산동e메디칼 2층 (연산동)",051-866-2700,,35.1866707,129.0809947,1,20070307,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,킴스안과의원,clinic,부산,부산연제구,"부산광역시 연제구 월드컵대로 282, 201호 (거제동, 청목파르테논)",051-710-9007,,35.1913718,129.0668679,2,20181128,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,도기공안과의원,clinic,부산,부산영도구,"부산광역시 영도구 태종로 102, (대교동2가)",051-417-4249,,35.0911632,129.0419502,1,19990210,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,영도밝은안과의원,clinic,부산,부산영도구,"부산광역시 영도구 동삼로 25, 4층 (동삼동)",051-403-7579,,35.0760275,129.0717648,1,20060118,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,조이안과의원,clinic,부산,부산영도구,"부산광역시 영도구 태종로 93, (대교동2가)",051-412-7970,,35.0918398,129.0412541,1,19910709,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,희망안과의원,clinic,부산,부산영도구,"부산광역시 영도구 대교로 1, 미라클타워 5층 501호 (봉래동3가)",051-964-1000,,35.0926042,129.0442772,1,20250418,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,비에스(BS)삼성안과의원,clinic,부산,부산중구,"부산광역시 중구 구덕로 90, (남포동6가)",051-808-7688,,35.0975764,129.0260148,2,20131101,2,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,이춘식안과의원,clinic,부산,부산중구,"부산광역시 중구 대청로 87, (대청동3가)",051-465-6761,,35.1031374,129.0294129,1,19770513,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1200""]}",12시30분~14시00분,09시~18시,근대화역사관
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,퍼스트안과의원,clinic,부산,부산중구,"부산광역시 중구 구덕로 5, 6,7층 (남포동1가)",051-791-1552,,35.097574,129.0349785,1,20220128,1,"{""0"": [""0930"", ""1830""], ""1"": [""0930"", ""1830""], ""2"": [""0930"", ""1830""], ""3"": [""0930"", ""1830""], ""4"": [""0930"", ""1830""], ""5"": [""0930"", ""1530""]}",13시 00분~14시 00분,09시 30분~18시 30분,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,ABC안과의원,clinic,부산,부산진구,"부산광역시 부산진구 가야대로 769, ABC메디컬센터 1, 2층 (부전동)",051-816-7582,http://www.clean-eye.co.kr,35.1580057,129.0557793,1,20000515,1,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4MiQzNjE4MzIjNzEjJDEjJDgjJDgz,굿모닝백이안과의원,clinic,부산,부산진구,"부산광역시 부산진구 중앙대로 724, 7,8층 (부전동)",051-862-0102,,35.157246,129.0599666,4,20131021,4,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1800""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""], ""5"": [""0930"", ""1300""]}",13시00분~14시00분,,지하철 서면역 6번출구
